instance_count	machine_type	slots	memory	data_size_MB	pages	uservisits	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
32	m4.large	64	256000	huge	1200000	10000000	394	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	huge	1200000	10000000	379	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	huge	1200000	10000000	388	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	huge	1200000	10000000	404	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	huge	1200000	10000000	407	0.719976297083032	0.963352406209638	0.757775976316556
32	r4.large	64	480000	bigdata	120000000	5000000000	343	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	120000000	5000000000	517	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	120000000	5000000000	395	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	120000000	5000000000	465	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	120000000	5000000000	487	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	1200000	10000000	373	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	1200000	10000000	423	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	1200000	10000000	389	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	1200000	10000000	412	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	1200000	10000000	371	0.626835516578723	1.0	0.670704216951795
40	c4.large	80	120000	bigdata	120000000	5000000000	447	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	120000000	5000000000	356	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	120000000	5000000000	391	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	120000000	5000000000	384	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	120000000	5000000000	396	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	1200000	10000000	353	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	1200000	10000000	376	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	1200000	10000000	327	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	1200000	10000000	341	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	1200000	10000000	314	0.958215477247805	0.963738302503114	0.959066866763844
40	m4.large	80	320000	bigdata	120000000	5000000000	579	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	120000000	5000000000	517	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	120000000	5000000000	598	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	120000000	5000000000	542	0.719976297083032	0.963352406209638	0.757775976316556
