instance_count	machine_type	slots	memory	data_size_MB	num_of_clusters	dimensions	num_of_samples	samples_per_inputfile	max_iteration	k	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
6	m4.2xlarge	48	192000	bigdata	5	20	1200000000	40000000	10	10	1681	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	5	20	1200000000	40000000	10	10	1704	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	5	20	1200000000	40000000	10	10	1605	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	5	20	1200000000	40000000	10	10	1601	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	5	20	100000000	20000000	5	10	685	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	5	20	100000000	20000000	5	10	860	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	5	20	100000000	20000000	5	10	794	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	5	20	100000000	20000000	5	10	895	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	5	20	100000000	20000000	5	10	984	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.large	12	48000	bigdata	5	20	1200000000	40000000	10	10	6319	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	5	20	1200000000	40000000	10	10	7444	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	5	20	1200000000	40000000	10	10	7001	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	5	20	1200000000	40000000	10	10	6975	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	5	20	1200000000	40000000	10	10	6825	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	5	20	100000000	20000000	5	10	3492	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	5	20	100000000	20000000	5	10	3605	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	5	20	100000000	20000000	5	10	3160	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	5	20	100000000	20000000	5	10	3710	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	5	20	100000000	20000000	5	10	3377	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.xlarge	24	96000	bigdata	5	20	1200000000	40000000	10	10	5583	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	5	20	1200000000	40000000	10	10	6637	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	5	20	1200000000	40000000	10	10	5536	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	5	20	1200000000	40000000	10	10	5469	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	5	20	1200000000	40000000	10	10	4945	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	5	20	100000000	20000000	5	10	1679	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	5	20	100000000	20000000	5	10	1546	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	5	20	100000000	20000000	5	10	1605	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	5	20	100000000	20000000	5	10	1775	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	5	20	100000000	20000000	5	10	1833	0.724716697086843	0.939577226630061	0.806717869741047
6	r4.2xlarge	48	366000	bigdata	5	20	1200000000	40000000	10	10	1745	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	5	20	1200000000	40000000	10	10	1414	0.621439738915361	0.699904926309755	0.683905823195575
